Customer ID,Recency,Frequency,Monetary,Monetary_capped,R_score,F_score,M_score,RFM_Score,RFM_Total,Segment
15097,4,3,908,908,5,3,3,533,11,Loyal Customers
15098,182,3,39916,28616,3,3,5,335,11,Loyal Customers
15099,84,1,410,410,3,1,2,312,6,Lost
15100,334,7,2194,2194,2,4,4,244,10,At Risk
15101,9,6,1478,1478,5,4,4,544,13,Champions
15102,531,2,555,555,1,2,2,122,5,Lost
15103,31,2,703,703,4,2,3,423,9,New Customers
15104,197,2,994,994,2,2,3,223,7,Lost
15105,18,9,3095,3095,5,5,5,555,15,Champions
15106,18,5,1423,1423,5,4,4,544,13,Champions
15107,311,9,824,824,2,5,3,253,10,At Risk
15108,142,3,1159,1159,3,3,3,333,9,Loyal Customers
15109,246,3,983,983,2,3,3,233,8,At Risk
15110,24,6,1506,1506,4,4,4,444,12,Champions
15111,29,5,2442,2442,4,4,4,444,12,Champions
15112,611,1,209,209,1,1,1,111,3,Lost
15113,10,3,3509,3509,5,3,5,535,13,Loyal Customers
15114,30,12,3400,3400,4,5,5,455,14,Champions
15115,18,2,532,532,5,2,2,522,9,New Customers
15116,18,4,1353,1353,5,3,4,534,12,Loyal Customers
15117,15,8,2486,2486,5,4,4,544,13,Champions
15118,134,1,245,245,3,1,1,311,5,Lost
15119,246,1,266,266,2,1,1,211,4,Lost
15120,134,1,359,359,3,1,2,312,6,Lost
15121,50,2,458,458,4,2,2,422,8,New Customers
15122,114,11,4487,4487,3,5,5,355,13,Loyal Customers
15123,7,5,4656,4656,5,4,5,545,14,Champions
15124,23,4,451,451,4,3,2,432,9,Loyal Customers
15125,25,24,17025,17025,4,5,5,455,14,Champions
15126,537,2,449,449,1,2,2,122,5,Lost
15127,66,2,712,712,3,2,3,323,8,Lost
15128,60,5,1784,1784,3,4,4,344,11,Loyal Customers
15129,50,23,6860,6860,4,5,5,455,14,Champions
15130,170,1,330,330,3,1,2,312,6,Lost
15131,395,1,80,80,2,1,1,211,4,Lost
15132,18,5,978,978,5,4,3,543,12,Loyal Customers
15133,128,5,1807,1807,3,4,4,344,11,Loyal Customers
15134,15,10,1596,1596,5,5,4,554,14,Champions
15135,239,2,306,306,2,2,2,222,6,Lost
15136,3,4,1287,1287,5,3,4,534,12,Loyal Customers
15137,521,2,823,823,1,2,3,123,6,Lost
15138,394,1,503,503,2,1,2,212,5,Lost
15139,240,2,179,179,2,2,1,221,5,Lost
15140,52,8,3244,3244,4,4,5,445,13,Champions
15141,458,7,1388,1388,1,4,4,144,9,At Risk
15142,46,6,2620,2620,4,4,4,444,12,Champions
15143,226,2,564,564,2,2,2,222,6,Lost
15144,8,29,12160,12160,5,5,5,555,15,Champions
15145,4,4,1195,1195,5,3,3,533,11,Loyal Customers
15146,165,2,1327,1327,3,2,4,324,9,Lost
15147,240,1,624,624,2,1,3,213,6,Lost
15148,11,1,301,301,5,1,2,512,8,New Customers
15149,134,4,1525,1525,3,3,4,334,10,Loyal Customers
15150,17,13,8978,8978,5,5,5,555,15,Champions
15151,423,2,2086,2086,1,2,4,124,7,Lost
15152,10,14,5264,5264,5,5,5,555,15,Champions
15153,31,1,329,329,4,1,2,412,7,New Customers
15154,75,3,1344,1344,3,3,4,334,10,Loyal Customers
15155,383,1,384,384,2,1,2,212,5,Lost
15156,1,3,961,961,5,3,3,533,11,Loyal Customers
15157,4,5,2654,2654,5,4,4,544,13,Champions
15158,45,2,606,606,4,2,3,423,9,New Customers
15159,2,34,22117,22117,5,5,5,555,15,Champions
15160,357,4,589,589,2,3,2,232,7,At Risk
15161,388,1,120,120,2,1,1,211,4,Lost
15162,731,1,313,313,1,1,2,112,4,Lost
15163,18,2,304,304,5,2,2,522,9,New Customers
15164,69,9,2028,2028,3,5,4,354,12,Loyal Customers
15165,373,1,488,488,2,1,2,212,5,Lost
15166,468,1,167,167,1,1,1,111,3,Lost
15167,321,5,1628,1628,2,4,4,244,10,At Risk
15168,26,1,107,107,4,1,1,411,6,New Customers
15169,382,2,569,569,2,2,2,222,6,Lost
15170,407,1,81,81,2,1,1,211,4,Lost
15171,331,1,1290,1290,2,1,4,214,7,Lost
15172,9,5,1624,1624,5,4,4,544,13,Champions
15173,381,7,1495,1495,2,4,4,244,10,At Risk
15174,323,2,481,481,2,2,2,222,6,Lost
15175,72,1,224,224,3,1,1,311,5,Lost
15176,668,1,988,988,1,1,3,113,5,Lost
15177,426,1,949,949,1,1,3,113,5,Lost
15178,260,1,40,40,2,1,1,211,4,Lost
15179,18,13,7492,7492,5,5,5,555,15,Champions
15180,367,3,817,817,2,3,3,233,8,At Risk
15181,66,5,1200,1200,3,4,3,343,10,Loyal Customers
15182,154,11,2999,2999,3,5,5,355,13,Loyal Customers
15183,548,3,640,640,1,3,3,133,7,At Risk
15184,29,4,685,685,4,3,3,433,10,Loyal Customers
15185,70,1,311,311,3,1,2,312,6,Lost
15186,14,5,1403,1403,5,4,4,544,13,Champions
15187,2,15,4762,4762,5,5,5,555,15,Champions
15188,725,1,310,310,1,1,2,112,4,Lost
15189,1,46,17524,17524,5,5,5,555,15,Champions
15190,434,1,834,834,1,1,3,113,5,Lost
15191,463,3,588,588,1,3,2,132,6,At Risk
15192,120,5,1666,1666,3,4,4,344,11,Loyal Customers
15193,61,1,499,499,3,1,2,312,6,Lost
15194,3,28,12022,12022,5,5,5,555,15,Champions
15195,3,1,3861,3861,5,1,5,515,11,New Customers
15196,433,2,314,314,1,2,2,122,5,Lost
15197,11,6,1878,1878,5,4,4,544,13,Champions
15198,92,5,571,571,3,4,2,342,9,Loyal Customers
15199,59,10,3122,3122,4,5,5,455,14,Champions
15200,495,1,549,549,1,1,2,112,4,Lost
15201,87,7,1843,1843,3,4,4,344,11,Loyal Customers
15203,26,15,4400,4400,4,5,5,455,14,Champions
15204,357,1,317,317,2,1,2,212,5,Lost
15205,85,2,653,653,3,2,3,323,8,Lost
15206,10,4,420,420,5,3,2,532,10,Loyal Customers
15207,416,3,684,684,1,3,3,133,7,At Risk
15208,1,6,971,971,5,4,3,543,12,Loyal Customers
15209,730,1,179,179,1,1,1,111,3,Lost
15210,225,3,1176,1176,2,3,3,233,8,At Risk
15211,60,2,894,894,3,2,3,323,8,Lost
15212,241,2,208,208,2,2,1,221,5,Lost
15213,319,2,328,328,2,2,2,222,6,Lost
15214,2,8,1661,1661,5,4,4,544,13,Champions
15215,47,7,2422,2422,4,4,4,444,12,Champions
15216,88,2,486,486,3,2,2,322,7,Lost
15217,563,1,426,426,1,1,2,112,4,Lost
15218,11,22,11454,11454,5,5,5,555,15,Champions
15219,176,2,685,685,3,2,3,323,8,Lost
15220,52,6,1779,1779,4,4,4,444,12,Champions
15221,366,4,2062,2062,2,3,4,234,9,At Risk
15222,319,11,3551,3551,2,5,5,255,12,At Risk
15223,226,5,1418,1418,2,4,4,244,10,At Risk
15224,358,5,871,871,2,4,3,243,9,At Risk
15225,234,1,409,409,2,1,2,212,5,Lost
15226,311,1,154,154,2,1,1,211,4,Lost
15227,37,9,2488,2488,4,5,4,454,13,Champions
15228,66,6,5580,5580,3,4,5,345,12,Loyal Customers
15229,586,1,160,160,1,1,1,111,3,Lost
15230,239,2,430,430,2,2,2,222,6,Lost
15231,621,1,250,250,1,1,1,111,3,Lost
15232,113,2,612,612,3,2,3,323,8,Lost
15233,401,1,59,59,2,1,1,211,4,Lost
15234,277,1,197,197,2,1,1,211,4,Lost
15235,218,16,2773,2773,2,5,4,254,11,At Risk
15236,299,1,321,321,2,1,2,212,5,Lost
15237,2,4,1412,1412,5,3,4,534,12,Loyal Customers
15238,29,3,1072,1072,4,3,3,433,10,Loyal Customers
15239,10,2,781,781,5,2,3,523,10,New Customers
15240,45,12,4460,4460,4,5,5,455,14,Champions
15241,67,11,3050,3050,3,5,5,355,13,Loyal Customers
15242,422,1,302,302,1,1,2,112,4,Lost
15243,74,2,927,927,3,2,3,323,8,Lost
15244,65,3,912,912,3,3,3,333,9,Loyal Customers
15245,134,8,4611,4611,3,4,5,345,12,Loyal Customers
15246,238,3,780,780,2,3,3,233,8,At Risk
15247,122,3,976,976,3,3,3,333,9,Loyal Customers
15248,411,3,1894,1894,1,3,4,134,8,At Risk
15249,32,18,9266,9266,4,5,5,455,14,Champions
15250,641,1,60,60,1,1,1,111,3,Lost
15251,9,21,20325,20325,5,5,5,555,15,Champions
15252,36,5,2103,2103,4,4,4,444,12,Champions
15253,16,8,2055,2055,5,4,4,544,13,Champions
15254,127,3,1088,1088,3,3,3,333,9,Loyal Customers
15255,67,9,3706,3706,3,5,5,355,13,Loyal Customers
15256,149,2,170,170,3,2,1,321,6,Lost
15257,283,2,686,686,2,2,3,223,7,Lost
15258,169,2,623,623,3,2,3,323,8,Lost
15259,513,4,1182,1182,1,3,3,133,7,At Risk
15260,100,25,8768,8768,3,5,5,355,13,Loyal Customers
15261,135,4,1508,1508,3,3,4,334,10,Loyal Customers
15262,324,3,419,419,2,3,2,232,7,At Risk
15263,107,1,157,157,3,1,1,311,5,Lost
15264,64,2,848,848,3,2,3,323,8,Lost
15265,151,4,3346,3346,3,3,5,335,11,Loyal Customers
15266,338,5,852,852,2,4,3,243,9,At Risk
15267,22,5,1717,1717,4,4,4,444,12,Champions
15268,479,3,962,962,1,3,3,133,7,At Risk
15269,24,3,1225,1225,4,3,4,434,11,Loyal Customers
15270,16,21,8525,8525,5,5,5,555,15,Champions
15271,7,24,4529,4529,5,5,5,555,15,Champions
15272,57,6,2031,2031,4,4,4,444,12,Champions
15273,600,1,229,229,1,1,1,111,3,Lost
15274,4,2,717,717,5,2,3,523,10,New Customers
15275,38,1,615,615,4,1,3,413,8,New Customers
15276,66,4,620,620,3,3,3,333,9,Loyal Customers
15277,47,2,476,476,4,2,2,422,8,New Customers
15278,562,4,496,496,1,3,2,132,6,At Risk
15279,355,5,1581,1581,2,4,4,244,10,At Risk
15280,172,3,398,398,3,3,2,332,8,Loyal Customers
15281,59,16,8544,8544,4,5,5,455,14,Champions
15282,570,1,349,349,1,1,2,112,4,Lost
15283,390,3,148,148,2,3,1,231,6,At Risk
15284,500,1,25,25,1,1,1,111,3,Lost
15285,408,1,95,95,2,1,1,211,4,Lost
15286,50,1,241,241,4,1,1,411,6,New Customers
15287,22,5,856,856,4,4,3,443,11,Loyal Customers
15288,43,10,3707,3707,4,5,5,455,14,Champions
15289,29,5,1593,1593,4,4,4,444,12,Champions
15290,5,26,10496,10496,5,5,5,555,15,Champions
15291,26,39,13473,13473,4,5,5,455,14,Champions
15292,201,1,178,178,2,1,1,211,4,Lost
15293,666,1,248,248,1,1,1,111,3,Lost
15294,411,1,233,233,1,1,1,111,3,Lost
15295,654,1,207,207,1,1,1,111,3,Lost
15296,51,12,10323,10323,4,5,5,455,14,Champions
15297,10,3,642,642,5,3,3,533,11,Loyal Customers
15298,2,23,9062,9062,5,5,5,555,15,Champions
15299,67,9,5557,5557,3,5,5,355,13,Loyal Customers
15300,64,1,496,496,3,1,2,312,6,Lost
15301,51,17,6910,6910,4,5,5,455,14,Champions
15302,730,1,308,308,1,1,2,112,4,Lost
15303,290,3,1224,1224,2,3,4,234,9,At Risk
15304,61,9,796,796,3,5,3,353,11,Loyal Customers
15305,555,1,94,94,1,1,1,111,3,Lost
15306,64,9,3485,3485,3,5,5,355,13,Loyal Customers
15307,96,1,205,205,3,1,1,311,5,Lost
15308,274,1,310,310,2,1,2,212,5,Lost
15309,611,4,798,798,1,3,3,133,7,At Risk
15310,479,1,1635,1635,1,1,4,114,6,Lost
15311,1,207,114671,28616,5,5,5,555,15,Champions
15312,75,12,2930,2930,3,5,5,355,13,Loyal Customers
15313,110,1,52,52,3,1,1,311,5,Lost
15314,199,3,820,820,2,3,3,233,8,At Risk
15315,64,2,570,570,3,2,2,322,7,Lost
15316,327,1,165,165,2,1,1,211,4,Lost
15317,677,1,130,130,1,1,1,111,3,Lost
15318,4,1,313,313,5,1,2,512,8,New Customers
15319,284,1,204,204,2,1,1,211,4,Lost
15320,44,1,267,267,4,1,1,411,6,New Customers
15321,71,12,6710,6710,3,5,5,355,13,Loyal Customers
15322,86,2,1391,1391,3,2,4,324,9,Lost
15323,563,3,435,435,1,3,2,132,6,At Risk
15324,701,1,140,140,1,1,1,111,3,Lost
15325,104,8,1601,1601,3,4,4,344,11,Loyal Customers
15326,334,5,1701,1701,2,4,4,244,10,At Risk
15327,53,1,209,209,4,1,1,411,6,New Customers
15328,408,1,107,107,2,1,1,211,4,Lost
15329,39,11,2959,2959,4,5,5,455,14,Champions
15330,32,2,715,715,4,2,3,423,9,New Customers
15331,500,3,768,768,1,3,3,133,7,At Risk
15332,366,6,4893,4893,2,4,5,245,11,At Risk
15333,208,1,1029,1029,2,1,3,213,6,Lost
15334,157,3,348,348,3,3,2,332,8,Loyal Customers
15335,54,1,170,170,4,1,1,411,6,New Customers
15336,402,1,240,240,2,1,1,211,4,Lost
15337,411,1,373,373,1,1,2,112,4,Lost
15338,677,1,278,278,1,1,1,111,3,Lost
15339,66,7,1821,1821,3,4,4,344,11,Loyal Customers
15340,562,1,106,106,1,1,1,111,3,Lost
15341,81,2,2403,2403,3,2,4,324,9,Lost
15342,130,1,406,406,3,1,2,312,6,Lost
15343,87,1,364,364,3,1,2,312,6,Lost
15344,1,3,564,564,5,3,2,532,10,Loyal Customers
15345,46,1,394,394,4,1,2,412,7,New Customers
15346,333,3,596,596,2,3,2,232,7,At Risk
15347,366,4,1162,1162,2,3,3,233,8,At Risk
15348,72,1,158,158,3,1,1,311,5,Lost
15349,158,2,464,464,3,2,2,322,7,Lost
15350,373,2,548,548,2,2,2,222,6,Lost
15351,12,10,3430,3430,5,5,5,555,15,Champions
15352,549,1,111,111,1,1,1,111,3,Lost
15353,255,7,2794,2794,2,4,4,244,10,At Risk
15355,29,2,277,277,4,2,1,421,7,New Customers
15356,31,13,3240,3240,4,5,5,455,14,Champions
15358,5,42,16426,16426,5,5,5,555,15,Champions
15359,663,8,181,181,1,4,1,141,6,At Risk
15360,40,1,428,428,4,1,2,412,7,New Customers
15361,362,4,689,689,2,3,3,233,8,At Risk
15362,449,2,613,613,1,2,3,123,6,Lost
15363,373,2,678,678,2,2,3,223,7,Lost
15364,96,2,913,913,3,2,3,323,8,Lost
15365,26,13,4557,4557,4,5,5,455,14,Champions
15366,75,7,2389,2389,3,4,4,344,11,Loyal Customers
15367,57,11,5081,5081,4,5,5,455,14,Champions
15368,21,2,723,723,4,2,3,423,9,New Customers
15369,492,11,6251,6251,1,5,5,155,11,At Risk
15370,41,8,3739,3739,4,4,5,445,13,Champions
15371,662,1,59,59,1,1,1,111,3,Lost
15372,137,8,6017,6017,3,4,5,345,12,Loyal Customers
15373,8,17,3085,3085,5,5,5,555,15,Champions
15374,129,2,307,307,3,2,2,322,7,Lost
15375,690,1,61,61,1,1,1,111,3,Lost
15376,40,3,1222,1222,4,3,4,434,11,Loyal Customers
15377,383,4,1212,1212,2,3,4,234,9,At Risk
15378,463,2,246,246,1,2,1,121,4,Lost
15379,169,8,4878,4878,3,4,5,345,12,Loyal Customers
15380,9,11,3249,3249,5,5,5,555,15,Champions
15381,214,5,1891,1891,2,4,4,244,10,At Risk
15382,15,12,13734,13734,5,5,5,555,15,Champions
15384,170,4,2028,2028,3,3,4,334,10,Loyal Customers
15385,40,3,942,942,4,3,3,433,10,Loyal Customers
15386,186,1,394,394,3,1,2,312,6,Lost
15387,492,1,469,469,1,1,2,112,4,Lost
15388,270,1,141,141,2,1,1,211,4,Lost
15389,172,5,2734,2734,3,4,4,344,11,Loyal Customers
15390,396,2,1217,1217,2,2,4,224,8,Lost
15391,584,1,290,290,1,1,2,112,4,Lost
15392,5,7,2912,2912,5,4,5,545,14,Champions
15393,16,5,891,891,5,4,3,543,12,Loyal Customers
15394,10,11,5287,5287,5,5,5,555,15,Champions
15395,326,1,107,107,2,1,1,211,4,Lost
15396,113,2,796,796,3,2,3,323,8,Lost
15397,290,1,94,94,2,1,1,211,4,Lost
15398,16,2,1346,1346,5,2,4,524,11,New Customers
15399,1,3,816,816,5,3,3,533,11,Loyal Customers
15400,92,8,1302,1302,3,4,4,344,11,Loyal Customers
15401,452,2,217,217,1,2,1,121,4,Lost
15402,149,6,1830,1830,3,4,4,344,11,Loyal Customers
15403,492,2,171,171,1,2,1,121,4,Lost
15404,376,1,257,257,2,1,1,211,4,Lost
15405,189,2,660,660,2,2,3,223,7,Lost
15406,31,4,976,976,4,3,3,433,10,Loyal Customers
15407,34,4,1047,1047,4,3,3,433,10,Loyal Customers
15408,264,1,267,267,2,1,1,211,4,Lost
15409,721,1,131,131,1,1,1,111,3,Lost
15410,84,10,4686,4686,3,5,5,355,13,Loyal Customers
15411,26,4,1349,1349,4,3,4,434,11,Loyal Customers
15412,171,1,191,191,3,1,1,311,5,Lost
15413,692,5,6799,6799,1,4,5,145,10,At Risk
15414,10,3,775,775,5,3,3,533,11,Loyal Customers
15415,313,1,560,560,2,1,2,212,5,Lost
15416,65,7,4573,4573,3,4,5,345,12,Loyal Customers
15417,85,1,509,509,3,1,2,312,6,Lost
15418,425,2,449,449,1,2,2,122,5,Lost
15419,25,1,136,136,4,1,1,411,6,New Customers
15420,434,6,743,743,1,4,3,143,8,At Risk
15421,59,10,3805,3805,4,5,5,455,14,Champions
15422,323,7,1620,1620,2,4,4,244,10,At Risk
15423,38,3,267,267,4,3,1,431,8,Loyal Customers
15424,254,3,598,598,2,3,2,232,7,At Risk
15425,400,4,1941,1941,2,3,4,234,9,At Risk
15426,19,9,2156,2156,5,5,4,554,14,Champions
15427,33,3,1431,1431,4,3,4,434,11,Loyal Customers
15428,15,4,763,763,5,3,3,533,11,Loyal Customers
15429,27,2,397,397,4,2,2,422,8,New Customers
15430,468,2,955,955,1,2,3,123,6,Lost
15431,503,1,153,153,1,1,1,111,3,Lost
15432,23,2,321,321,4,2,2,422,8,New Customers
15433,214,2,533,533,2,2,2,222,6,Lost
15434,8,11,2567,2567,5,5,4,554,14,Champions
15435,22,1,149,149,4,1,1,411,6,New Customers
15436,12,3,1068,1068,5,3,3,533,11,Loyal Customers
15437,262,2,393,393,2,2,2,222,6,Lost
15438,131,1,157,157,3,1,1,311,5,Lost
15439,405,4,1269,1269,2,3,4,234,9,At Risk
15440,55,3,384,384,4,3,2,432,9,Loyal Customers
15441,396,3,1254,1254,2,3,4,234,9,At Risk
15442,249,1,594,594,2,1,2,212,5,Lost
15443,2,14,5114,5114,5,5,5,555,15,Champions
15444,9,2,1411,1411,5,2,4,524,11,New Customers
15445,264,2,284,284,2,2,2,222,6,Lost
15446,377,3,397,397,2,3,2,232,7,At Risk
15447,331,5,493,493,2,4,2,242,8,At Risk
15448,313,2,789,789,2,2,3,223,7,Lost
15449,26,3,975,975,4,3,3,433,10,Loyal Customers
15450,30,1,430,430,4,1,2,412,7,New Customers
15451,434,2,227,227,1,2,1,121,4,Lost
15452,30,6,1785,1785,4,4,4,444,12,Champions
15453,2,7,1372,1372,5,4,4,544,13,Champions
15454,362,2,304,304,2,2,2,222,6,Lost
15455,598,1,38,38,1,1,1,111,3,Lost
15456,283,10,2092,2092,2,5,4,254,11,At Risk
15457,262,1,237,237,2,1,1,211,4,Lost
15458,25,2,370,370,4,2,2,422,8,New Customers
15459,417,2,203,203,1,2,1,121,4,Lost
15460,354,1,214,214,2,1,1,211,4,Lost
15461,461,2,430,430,1,2,2,122,5,Lost
15462,94,4,737,737,3,3,3,333,9,Loyal Customers
15463,29,1,126,126,4,1,1,411,6,New Customers
15464,338,1,1045,1045,2,1,3,213,6,Lost
15465,20,32,12100,12100,4,5,5,455,14,Champions
15466,85,4,1560,1560,3,3,4,334,10,Loyal Customers
15467,9,3,525,525,5,3,2,532,10,Loyal Customers
15468,51,3,1430,1430,4,3,4,434,11,Loyal Customers
15469,50,3,874,874,4,3,3,433,10,Loyal Customers
15470,576,1,63,63,1,1,1,111,3,Lost
15471,2,3,1292,1292,5,3,4,534,12,Loyal Customers
15472,113,1,372,372,3,1,2,312,6,Lost
15473,14,8,2046,2046,5,4,4,544,13,Champions
15474,596,1,150,150,1,1,1,111,3,Lost
15475,77,1,454,454,3,1,2,312,6,Lost
15476,380,4,2210,2210,2,3,4,234,9,At Risk
15477,650,1,368,368,1,1,2,112,4,Lost
15478,40,3,1941,1941,4,3,4,434,11,Loyal Customers
15479,733,1,147,147,1,1,1,111,3,Lost
15480,116,3,3592,3592,3,3,5,335,11,Loyal Customers
15481,401,1,1993,1993,2,1,4,214,7,Lost
15482,16,18,14377,14377,5,5,5,555,15,Champions
15483,161,10,811,811,3,5,3,353,11,Loyal Customers
15484,1,6,4652,4652,5,4,5,545,14,Champions
15485,30,7,4811,4811,4,4,5,445,13,Champions
15486,527,1,102,102,1,1,1,111,3,Lost
15487,680,1,231,231,1,1,1,111,3,Lost
15488,93,5,432,432,3,4,2,342,9,Loyal Customers
15489,23,8,2420,2420,4,4,4,444,12,Champions
15490,430,1,211,211,1,1,1,111,3,Lost
15491,95,6,3100,3100,3,4,5,345,12,Loyal Customers
15492,28,2,659,659,4,2,3,423,9,New Customers
15493,33,9,4113,4113,4,5,5,455,14,Champions
15494,21,5,3703,3703,4,4,5,445,13,Champions
15495,379,1,246,246,2,1,1,211,4,Lost
15496,631,1,146,146,1,1,1,111,3,Lost
15497,18,9,8657,8657,5,5,5,555,15,Champions
15498,3,44,24973,24973,5,5,5,555,15,Champions
15499,724,1,159,159,1,1,1,111,3,Lost
15500,8,4,1132,1132,5,3,3,533,11,Loyal Customers
15501,405,2,400,400,2,2,2,222,6,Lost
15502,16,12,9543,9543,5,5,5,555,15,Champions
15503,363,2,257,257,2,2,1,221,5,Lost
15504,81,4,391,391,3,3,2,332,8,Loyal Customers
15505,53,5,3611,3611,4,4,5,445,13,Champions
15506,23,6,2030,2030,4,4,4,444,12,Champions
15507,172,1,476,476,3,1,2,312,6,Lost
15508,189,6,1000,1000,2,4,3,243,9,At Risk
15509,380,1,152,152,2,1,1,211,4,Lost
15510,331,1,250,250,2,1,1,211,4,Lost
15511,12,5,901,901,5,4,3,543,12,Loyal Customers
15512,156,4,332,332,3,3,2,332,8,Loyal Customers
15513,33,35,26437,26437,4,5,5,455,14,Champions
15514,12,18,6388,6388,5,5,5,555,15,Champions
15515,387,1,172,172,2,1,1,211,4,Lost
15516,45,3,62,62,4,3,1,431,8,Loyal Customers
15517,233,1,267,267,2,1,1,211,4,Lost
15518,64,15,4190,4190,3,5,5,355,13,Loyal Customers
15519,383,2,345,345,2,2,2,222,6,Lost
15520,2,1,344,344,5,1,2,512,8,New Customers
15521,40,16,7088,7088,4,5,5,455,14,Champions
15522,33,2,398,398,4,2,2,422,8,New Customers
15523,84,16,17259,17259,3,5,5,355,13,Loyal Customers
15524,25,2,591,591,4,2,2,422,8,New Customers
15525,2,4,888,888,5,3,3,533,11,Loyal Customers
15526,33,2,148,148,4,2,1,421,7,New Customers
15527,19,23,5554,5554,5,5,5,555,15,Champions
15528,254,1,229,229,2,1,1,211,4,Lost
15529,23,12,4781,4781,4,5,5,455,14,Champions
15530,22,5,1809,1809,4,4,4,444,12,Champions
15531,8,2,1972,1972,5,2,4,524,11,New Customers
15532,25,10,3717,3717,4,5,5,455,14,Champions
15533,19,3,808,808,5,3,3,533,11,Loyal Customers
15534,726,1,162,162,1,1,1,111,3,Lost
15535,173,6,1044,1044,3,4,3,343,10,Loyal Customers
15536,409,1,259,259,2,1,1,211,4,Lost
15537,163,1,111,111,3,1,1,311,5,Lost
15538,538,6,3358,3358,1,4,5,145,10,At Risk
15539,7,1,538,538,5,1,2,512,8,New Customers
15540,11,2,461,461,5,2,2,522,9,New Customers
15541,114,1,85,85,3,1,1,311,5,Lost
15542,512,3,856,856,1,3,3,133,7,At Risk
15543,288,2,242,242,2,2,1,221,5,Lost
15544,9,20,7808,7808,5,5,5,555,15,Champions
15545,54,2,289,289,4,2,2,422,8,New Customers
15546,607,2,1079,1079,1,2,3,123,6,Lost
15547,7,26,10003,10003,5,5,5,555,15,Champions
15548,596,1,158,158,1,1,1,111,3,Lost
15549,77,8,2330,2330,3,4,4,344,11,Loyal Customers
15550,4,12,2211,2211,5,5,4,554,14,Champions
15551,37,7,1680,1680,4,4,4,444,12,Champions
15552,217,2,253,253,2,2,1,221,5,Lost
15553,60,1,429,429,3,1,2,312,6,Lost
15554,278,1,217,217,2,1,1,211,4,Lost
15555,12,36,11234,11234,5,5,5,555,15,Champions
15556,24,1,280,280,4,1,1,411,6,New Customers
15557,29,1,469,469,4,1,2,412,7,New Customers
15558,639,1,203,203,1,1,1,111,3,Lost
15559,568,1,1109,1109,1,1,3,113,5,Lost
15560,398,2,154,154,2,2,1,221,5,Lost
15561,12,8,1934,1934,5,4,4,544,13,Champions
15562,352,3,671,671,2,3,3,233,8,At Risk
15563,22,6,2820,2820,4,4,4,444,12,Champions
15564,463,2,71,71,1,2,1,121,4,Lost
15565,50,2,173,173,4,2,1,421,7,New Customers
15566,393,2,228,228,2,2,1,221,5,Lost
15567,19,1,186,186,5,1,1,511,7,New Customers
15568,3,3,758,758,5,3,3,533,11,Loyal Customers
15569,104,10,3583,3583,3,5,5,355,13,Loyal Customers
15570,7,25,8736,8736,5,5,5,555,15,Champions
15571,12,14,3892,3892,5,5,5,555,15,Champions
15572,5,10,3965,3965,5,5,5,555,15,Champions
15573,32,5,1180,1180,4,4,3,443,11,Loyal Customers
15574,178,6,1101,1101,3,4,3,343,10,Loyal Customers
15575,620,1,30,30,1,1,1,111,3,Lost
15576,38,1,921,921,4,1,3,413,8,New Customers
15577,151,5,396,396,3,4,2,342,9,Loyal Customers
15578,162,1,127,127,3,1,1,311,5,Lost
15579,69,5,1251,1251,3,4,4,344,11,Loyal Customers
15580,377,8,1375,1375,2,4,4,244,10,At Risk
15581,156,34,4505,4505,3,5,5,355,13,Loyal Customers
15582,25,3,683,683,4,3,3,433,10,Loyal Customers
15583,376,1,96,96,2,1,1,211,4,Lost
15584,24,6,1268,1268,4,4,4,444,12,Champions
15585,177,1,455,455,3,1,2,312,6,Lost
15586,593,3,1139,1139,1,3,3,133,7,At Risk
15587,50,7,1522,1522,4,4,4,444,12,Champions
15588,678,1,580,580,1,1,2,112,4,Lost
15589,256,3,479,479,2,3,2,232,7,At Risk
15590,382,5,1497,1497,2,4,4,244,10,At Risk
15591,583,3,218,218,1,3,1,131,5,At Risk
15592,47,1,389,389,4,1,2,412,7,New Customers
15593,71,1,200,200,3,1,1,311,5,Lost
15594,16,5,1772,1772,5,4,4,544,13,Champions
15595,488,1,358,358,1,1,2,112,4,Lost
15596,101,9,2728,2728,3,5,4,354,12,Loyal Customers
15597,35,2,563,563,4,2,2,422,8,New Customers
15598,53,2,548,548,4,2,2,422,8,New Customers
15599,27,3,1250,1250,4,3,4,434,11,Loyal Customers
15600,428,4,1199,1199,1,3,3,133,7,At Risk
15601,11,30,14192,14192,5,5,5,555,15,Champions
15602,8,16,3138,3138,5,5,5,555,15,Champions
15603,79,2,88,88,3,2,1,321,6,Lost
15604,52,1,216,216,4,1,1,411,6,New Customers
15605,36,9,1742,1742,4,5,4,454,13,Champions
15606,61,17,5231,5231,3,5,5,355,13,Loyal Customers
15607,337,9,1709,1709,2,5,4,254,11,At Risk
15608,28,5,1786,1786,4,4,4,444,12,Champions
15609,184,1,298,298,3,1,2,312,6,Lost
15610,52,1,112,112,4,1,1,411,6,New Customers
15611,10,24,2976,2976,5,5,5,555,15,Champions
15612,36,2,195,195,4,2,1,421,7,New Customers
15613,610,1,434,434,1,1,2,112,4,Lost
15614,438,4,3147,3147,1,3,5,135,9,At Risk
15615,10,47,21374,21374,5,5,5,555,15,Champions
15616,438,1,317,317,1,1,2,112,4,Lost
15617,396,3,829,829,2,3,3,233,8,At Risk
